allBanksEver1,allBanksEver2,allBanksEver3,allBanksEver4,allBanksEver5,allBanksEver6,allBanksEver7,allBanksEver8,allBanksEver9,allBanksEver10
29878,NaN,30303,MASPETH FEDERAL SAVINGS AND LOAN ASSOCIATION,56-18 69TH ST ,MASPETH,NY,11378,041,
29944,NaN,5627,PINE STATE BANK,140 FIRST STREET ,KINGSLAND,AR,71652,041,
29953,NaN,10650,HOME STATE BANK,218 MAIN STREET ,LOUISVILLE,NE,68037,041,
30025,NaN,4853,"FIRST NATIONAL BANK OF ST. MARY'S AT LEONARDTOWN, THE",41615 PARK AVE ,LEONARDTOWN,MD,20650,041,
30052,NaN,26658,"BIG LAKE BANK, NATIONAL ASSOCIATION",1300 2ND STREET ,BIG LAKE,TX,76932,041,
30146,NaN,21746,CITIZENS NATIONAL BANK OF NASHVILLE,420 SOUTH MAIN STREET ,NASHVILLE,AR,71852,041,
30155,NaN,5431,SHERMAN COUNTY BANK,734 O STREET ,LOUP CITY,NE,68853,041,
30258,NaN,15275,"RIVERBANK, THE",203 3RD AVENUE ,OSCEOLA,WI,54020,041,
30418,NaN,27041,COLLEGE SAVINGS BANK,5 VAUGN DRIVE ,PRINCETON,NJ,085406313,041,
30436,NaN,23838,"FIRST AMERICAN BANK OF PENSACOLA, N.A.",3300 NORTH PACE BOULEVARD ,PENSACOLA,FL,32505,041,
30502,NaN,14240,"BERLIN CITY BANK, THE",9 MAIN STREET PO BOX 9,BERLIN,NH,03570,041,
30650,NaN,8193,STATE BANK OF LONG LAKE,1964 W. WAYZATA BLVD. ,LONG LAKE,MN,55356,041,
30810,NaN,5649,DISCOVER BANK,100 WEST MARKET STREET PO BOX C,GREENWOOD,DE,19950,041,
30856,NaN,24093,NATIONAL BANK OF COMMERCE,13401 NORTH PENNSYLVANIA ,OKLAHOMA CITY,OK,73120,041,
30874,NaN,28888,FOX CHASE BANK,4390 DAVISVILLE ROAD ,HATBORO,PA,190402544,041,
31134,NaN,2160,"FIRST NATIONAL BANK OF WAYNESBORO, THE",626 LIBERTY ST ,WAYNESBORO,GA,30830,041,
31152,NaN,8215,STATE BANK OF LORETTO,699 N. MEDINA ST. ,LORETTO,MN,55357,041,
31255,NaN,17612,CENTRAL BANK,11201 CLAY ROAD @ SAM HOUSTON BELTWAY ,HOUSTON,TX,77043,041,
31303,NaN,12525,"TRUST COMPANY OF NEW JERSEY, THE",35 JOURNAL SQUARE ,JERSEY CITY,NJ,07306,041,
31657,NaN,11904,"FIRST STATE BANK OF BEN WHEELER, TEXAS",MAIN STREET ,BEN WHEELER,TX,75754,041,
31826,NaN,6863,POWELL VALLEY NATIONAL BANK,68 EAST MAIN STREET ,JONESVILLE,VA,24263,041,
31835,NaN,8243,BANK OF ANGUILLA,101 HOLLAND STREET ,ANGUILLA,MS,38721,041,
32159,NaN,26541,CITIZENS NATIONAL BANK,6002 SOUTHWEST BLVD. ,BENBROOK,TX,76109,041,
32234,NaN,3639,FIRST NATIONAL BANK AND TRUST COMPANY,400 SOUTH SIDE SQUARE ,CLINTON,IL,61727,041,
32766,NaN,21693,LAKESIDE NATIONAL BANK,2805 RIDGE ROAD ,ROCKWALL,TX,750875516,041,
32971,NaN,28894,SECURITY FEDERAL SAVINGS BANK,314 FOURTH ST ,LOGANSPORT,IN,469470000,041,
33147,NaN,1027,FARMERS BANK AND TRUST COMPANY,400 WEST MAIN STREET ,BLYTHEVILLE,AR,72315,041,
33259,NaN,21714,PREMIER BANK,2866 WHITE BEAR AVE. ,MAPLEWOOD,MN,55109,041,
33268,NaN,1213,"ROSCOE STATE BANK, THE",117 CYPRESS STREET ,ROSCOE,TX,79545,041,
33370,NaN,31723,"HOME SAVINGS BANK, FSB",202 ELM STREET ,LUDLOW,KY,41016,041,
33549,NaN,12787,BLACK EARTH STATE BANK,1039 MILLS STREET ,BLACK EARTH,WI,53515,041,
33727,NaN,18115,"MARYLAND BANK & TRUST COMPANY, NATIONAL ASSOCIATION",46930 SOUTH SHANGRI LA DRIVE ,LEXINGTON PARK,MD,20653,041,
33754,NaN,10712,FARMERS STATE BANK,VAUGHAN & GRANGE ,BERTRAM,TX,78605,041,
33772,NaN,30307,PLACER SIERRA BANK,949 LINCOLN WAY ,AUBURN,CA,95603,041,
33839,NaN,10075,PEOPLES STATE BANK,101 SOUTH MAIN STREET ,COLFAX,IL,61728,041,
33857,NaN,15545,"BANK OF MADISON, THE",301 SOUTH MAIN ,MADISON,NE,68748,041,
34032,NaN,8551,MISSISSIPPI SOUTHERN BANK,CORNER FARMERS & WALNUT STREET ,PORT GIBSON,MS,39150,041,
34153,NaN,20843,DAKOTA BANK,1060 DAKOTA DRIVE ,MENDOTA HEIGHTS,MN,55118,041,
34359,NaN,5436,FIRST NATIONAL BANK OF MARQUETTE,402 MARQUIS AVENUE ,MARQUETTE,NE,68854,041,
34425,NaN,11200,BANK OF LANCASTER,100 MAIN STREET ,KILMARNOCK,VA,22482,041,
34434,NaN,22081,MAGNOLIA STATE BANK,15 EAST 6TH AVENUE ,BAY SPRINGS,MS,39422,041,
34452,NaN,5358,"FIRST NATIONAL BANK OF PARK FALLS, THE",2ND & DIVISION ,PARK FALLS,WI,54552,041,
34537,NaN,131,FIRST NATIONAL BANK AND TRUST COMPANY OF THE TREASURE COAST,U.S. 1 & COLORADO AVE. ,STUART,FL,33494,041,
34555,NaN,14695,MACON-ATLANTA STATE BANK,111 BUTLER STREET ,MACON,MO,63552,041,
34742,NaN,13083,CITIZENS BANK,80 WEST MAIN STREET ,BOONEVILLE,AR,72927,041,
34836,NaN,11297,"WOODBURY BANKING COMPANY, THE",123 JONES MILL RD ,WOODBURY,GA,30293,041,
34863,NaN,5503,"FIRST BANK, ROXTON, TEXAS, THE",210 HARRISON STREET ,ROXTON,TX,75477,041,
35057,NaN,1946,COMMUNITY FIRST BANK OF MISSOURI,101 EAST BROADWAY ,MADISON,MO,65263,041,
35244,NaN,1749,COMMUNITY BANK,ONE CITY PLAZA ,CABOT,AR,72023,041,
35301,NaN,14,STATE STREET BANK AND TRUST COMPANY,225 FRANKLIN STREET PO BOX 351,BOSTON,MA,02110,031,
35570,NaN,28892,INVESTORS SAVINGS BANK,249 MILLBURN AVE ,MILLBURN,NJ,07041,041,
35646,NaN,11235,BONDUEL STATE BANK,130 NORTH CECIL STREET ,BONDUEL,WI,54107,041,
35842,NaN,10868,PLEASANT PLAINS STATE BANK,106 WEST MAIN ,PLEASANT PLAINS,IL,62677,041,
35851,NaN,10333,"FIRST STATE BANK, THE",203 E MAIN ,BISHOP,TX,78343,041,
35879,NaN,30313,"EAST WISCONSIN SAVINGS BANK, S.A.",109 WEST 2ND STREET ,KAUKAUNA,WI,541300000,041,
35936,NaN,9634,STATE BANK OF COLUSA,2544 NORTH COUNTY ROAD P O BOX 10,COLUSA,IL,62329,041,
36054,NaN,18957,GUARANTYFIRST BANK,3333 NORTHWEST EXPRESSWAY ,OKLAHOMA CITY,OK,73112,041,
36344,NaN,14736,PONTIAC NATIONAL BANK,223 NORTH MILL ,PONTIAC,IL,61764,041,
36456,NaN,15907,FARMERS STATE BANK,WALNUT & COMMERCIAL STREETS ,MAYWOOD,NE,69038,041,
36830,NaN,21437,FIRST STATE BANK,2905 MAYNARDVILLE HIGHWAY ,MAYNARDVILLE,TN,37807,041,
36858,NaN,22924,PREMIER BANK,15301 WEST 87TH STREET PARKWAY ,LENEXA,KS,66219,041,
36933,NaN,19163,FIRST STATE BANK,300 BROAD STREET ,WRENS,GA,30833,041,
37051,NaN,13030,PIGEON FALLS STATE BANK,114 S. EKERN STREET ,PIGEON FALLS,WI,54760,041,
37341,NaN,21085,BANK OF ONTARIO,315 MAIN STREET ,ONTARIO,WI,54651,041,
37350,NaN,15288,"STATE BANK OF LEBO, THE",11 WEST BROADWAY ,LEBO,KS,66856,041,
37378,NaN,18616,"CENTRAL VALLEY BANK, NATIONAL ASSOCIATION",537 WEST SECOND ,TOPPENISH,WA,98948,041,
37435,NaN,172,UNITED BANK,400 GRIFFIN STREET ,ZEBULON,GA,30295,041,
37640,NaN,17393,"GERMAN AMERICAN BANK, THE",711 MAIN STREET ,JASPER,IN,47546,041,
37659,NaN,12758,"FARMERS STATE BANK, ALLEN, OKLAHOMA",101 EAST BROADWAY ,ALLEN,OK,74825,041,
37743,NaN,11607,CALUMET COUNTY BANK,103 NORTH MAIN STREET PO BOX 39,BRILLION,WI,541101126,041,
37949,NaN,11711,BANK OF RANTOUL,201 EAST CHAMPAIGN P O BOX 67,RANTOUL,IL,61866,041,
38441,NaN,16315,FIRST RIDGE FARM STATE BANK,11 SOUTH STATE STREET ,RIDGE FARM,IL,61870,041,
38478,NaN,30319,"COMMUNITY BANK & TRUST, NATIONAL ASSOCIATION",240 EAST CHESTNUT STREET ,OLNEY,IL,62450,041,
38526,NaN,9891,IRON AND GLASS BANK,1114 EAST CARSON ST ,PITTSBURGH,PA,152031187,041,
38535,NaN,20685,FIRST UNITED BANK,700 WEST EXCHANGE STREET ,CRETE,IL,60417,041,
38740,NaN,13112,OWEN COUNTY STATE BANK,201 WEST MORGAN STREET PO BOX 151,SPENCER,IN,47460,041,
39327,NaN,5874,"CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND",24 NORTH MAIN STREET ,BERLIN,MD,21811,041,
39420,NaN,14832,"LORAIN NATIONAL BANK, THE",457 BROADWAY ,LORAIN,OH,440521769,041,
39475,NaN,22441,AMERICANWEST BANK,NORTH 9506 NEWPORT HIGHWAY ,SPOKANE,WA,99218,041,
39756,NaN,4032,NATIONAL BANK OF COMMERCE,7127 SOUTH RIVERSIDE ,TULSA,OK,74136,041,
39934,NaN,11292,FIRST NATIONAL BANK OF GEORGIA,3559 U.S. HIGHWAY 27 ,BUCHANAN,GA,30113,041,
40033,NaN,11817,RICHTON BANK & TRUST COMPANY,114 S. FRONT STREET ,RICHTON,MS,39476,041,
40051,NaN,14708,UNION BANK & TRUST,100 BROADWAY ,DENVER,CO,80203,041,
40305,NaN,14149,CHITTENDEN TRUST COMPANY,TWO BURLINGTON SQUARE ,BURLINGTON,VT,05402,041,
40350,NaN,10653,MURRAY STATE BANK,102 WEST MAIN STREET ,MURRAY,NE,68409,041,
40499,NaN,59070,HARBORONE BANK,770 OAK STREET ,BROCKTON,MA,02301,041,
40707,NaN,6209,"CONNECTICUT RIVER BANK, N.A.",242 RIVER STREET ,SPRINGFIELD,VT,05156,041,
40855,NaN,10980,EITZEN STATE BANK,118 3RD ST. ,EITZEN,MN,55931,041,
41245,NaN,15173,FARMERS & MERCHANTS BANK OF ORFORDVILLE,303 SPRING STREET ,ORFORDVILLE,WI,53576,041,
41553,NaN,12283,FIRST STATE BANK,102 WEST MAIN STREET ,ANADARKO,OK,73005,041,
41629,NaN,6913,PIONEER BANK,252 E MAIN STREET ,STANLEY,VA,22851,041,
41647,NaN,5287,FIRST BANKING CENTER,400 MILWAUKEE AVENUE PO BOX 660,BURLINGTON,WI,531051234,041,
41759,NaN,1416,FARMERS STATE BANK OF ELKTON,105 MAIN STREET ,ELKTON,MN,55933,041,
41825,NaN,14017,MIDDLETOWN VALLEY BANK,24 WEST MAIN STREET ,MIDDLETOWN,MD,21769,041,
41937,NaN,10802,FARMERS STATE BANK OF DANFORTH,200 NORTH FRONT STREET ,DANFORTH,IL,60930,041,
41955,NaN,5447,"FIRST NATIONAL BANK OF NEWMAN GROVE, THE",416 HALE AVENUE ,NEWMAN GROVE,NE,68758,041,
42037,NaN,70,PEOPLES EXCHANGE BANK OF MONROE COUNTY,MAIN & MOORE STREETS ,BEATRICE,AL,36425,041,
42055,NaN,15354,ANADARKO BANK AND TRUST COMPANY,110 WEST OKLAHOMA ,ANADARKO,OK,73005,041,
42354,NaN,3110,"COMMERCIAL NATIONAL BANK OF BRADY, THE",105 E. 2ND STREET ,BRADY,TX,76825,041,
42372,NaN,30315,FIRST FEDERAL SAVINGS BANK OF LINCOLNTON,320 EAST MAIN STREET ,LINCOLNTON,NC,28092,041,
42420,NaN,7468,FIRST COMMONWEALTH BANK,600 PHILADELPHIA ST ,INDIANA,PA,15701,041,
42448,NaN,3887,FIRST NATIONAL BANK,SECOND AND COURT STREET ,PARAGOULD,AR,72450,041,
42457,NaN,12246,COMMERCIAL BANK OF NELSON,401 SOUTH MAIN ,NELSON,NE,68961,041,
42541,NaN,5029,NATIONAL CITY BANK OF MICHIGAN/ILLINOIS,2595 WAUKEGAN ROAD ,BANNOCKBURN,IL,60015,031,
42671,NaN,32460,"SOUTHWEST SECURITIES, FSB",1201 ELM STREET SUITE 3500,DALLAS,TX,75270,041,
43052,NaN,9036,SECURITY STATE BANK,7865 U.S. HIGHWAY 2 ,IRON RIVER,WI,54847,041,
43155,NaN,12216,FIRST NATIONAL BANK,105 WEST SIXTH STREET ,MOUNTAIN VIEW,MO,65548,041,
43173,NaN,32469,UNITED COMMERCIAL BANK,711 VAN NESS AVENUE ,SAN FRANCISCO,CA,94102,041,
43324,NaN,2066,"EXCHANGE BANK, THE",235 MAIN STREET ,LUCKEY,OH,43443,041,
43351,NaN,17685,LEONARDVILLE STATE BANK,102 WEST BARTON ,LEONARDVILLE,KS,66449,041,
43454,NaN,10204,AMERICAN STATE BANK OF ERSKINE,201 VANCE AVE. ,ERSKINE,MN,56535,041,
43511,NaN,7635,UNION NATIONAL COMMUNITY BANK,101 EAST MAIN STREET P.O. BOX 567,MOUNT JOY,PA,17552,041,
43641,NaN,12830,"FARMERS STATE BANK, THE",7340 MAIN STREET ,LANESVILLE,IN,47136,041,
43669,NaN,23634,FIRST NATIONAL BANK,401 WEST A STREET ,SAN DIEGO,CA,92101,041,
43744,NaN,14823,CAMBRIDGE STATE BANK,221 WEST MAIN STREET ,CAMBRIDGE,WI,53523,041,
43856,NaN,5141,"MINERS NATIONAL BANK OF EVELETH, THE",401 GRANT AVENUE ,EVELETH,MN,55734,041,
43959,NaN,18155,BRIDGE CITY STATE BANK,701 W. ROUNDBUNCH ,BRIDGE CITY,TX,776112435,041,
44040,NaN,4364,"FIRST NATIONAL BANK OF MONTEREY, THE",6222 EAST MAIN STREET ,MONTEREY,IN,46960,041,
44134,NaN,26359,FIRST COMMERCIAL BANK,800 SHADES CREEK PARKWAY ,BIRMINGHAM,AL,35209,031,
44433,NaN,25258,"INTERCREDIT BANK, NATIONAL ASSOCIATION",1200 BRICKELL AVENUE 4TH FLOOR,MIAMI,FL,33131,041,
44451,NaN,25062,"TEXAS PREMIER BANK, NATIONAL ASSOCIATION",4821 SOUTH FRONT ,BROOKSHIRE,TX,77423,041,
44602,NaN,22295,BOSTON SAFE DEPOSIT AND TRUST COMPANY,ONE BOSTON PLACE ,BOSTON,MA,02108,031,
44741,NaN,9647,CITIZENS BANK,33 NORTH INDIANA STREET ,MOORESVILLE,IN,46158,041,
44750,NaN,16126,CITIZENS BANK OF NEWBURG,1515 MARTIN SPRINGS DRIVE ,ROLLA,MO,65401,041,
44929,NaN,6637,"FIRST NATIONAL BANK OF MCCONNELSVILLE, THE",86 NO. KENNEBEC AVE P.O. BOX 208,MCCONNELSVILLE,OH,43756,041,
45038,NaN,5740,STATE BANK OF DAVIS,100 ROUTE 75 ,DAVIS,IL,61019,041,
45047,NaN,14534,"FIRST NATIONAL BANK AT PARIS, THE",MAIN AND ELM STREETS ,PARIS,AR,72855,041,
45056,NaN,9818,PLATTE VALLEY BANK,606 MAIN ,NORTH BEND,NE,68649,041,
45270,NaN,32466,"LIBERTY BANK, SSB",900 CONGRESS AVE. ,AUSTIN,TX,78701,041,
45430,NaN,22070,JOHNSON COUNTY BANK,241 NORTH MAIN STREET ,MOUNTAIN CITY,TN,37683,041,
45458,NaN,17927,STATE BANK OF LEON,101 SOUTH MAIN ,LEON,KS,67074,041,
45551,NaN,5170,"BANK MIDWEST MINNESOTA-IOWA, NATIONAL ASSOCIATION",118 DOWNTOWN PLAZA ,FAIRMONT,MN,56031,041,
45560,NaN,16470,JEFFERSON STATE BANK,2900 FREDRICKSBURG RD ,SAN ANTONIO,TX,782014771,041,
45609,NaN,15999,COHOES SAVINGS BANK,75 REMEN STREET ,COHOES,NY,12047,041,
45627,NaN,4886,FIRST CHARTER NATIONAL BANK,4 UNION STREET NORTH ,CONCORD,NC,28025,041,
45775,NaN,28908,IRON WORKERS SAVINGS BANK,249 CONCORD ROAD ,ASTON,PA,19014,041,
46053,NaN,1610,"STATE BANK OF FARIBAULT, THE",428 CENTRAL AVE. ,FARIBAULT,MN,55021,041,
46905,NaN,6407,"VISTA BANK, NATIONAL ASSOCIATION",115 SOUTH MAIN STREET ,PHILLIPSBURG,NJ,08865,041,
46941,NaN,2765,"FARMERS BANK AND TRUST COMPANY, PRINCETON, KENTUCKY",111 WEST WASHINGTON ,PRINCETON,KY,42445,041,
47153,NaN,16468,NORTH LOUP VALLEY BANK,C AND FIRST STREETS ,NORTH LOUP,NE,68859,041,
47247,NaN,5033,"DART BANK, THE",368 SOUTH PARK STREET ,MASON,MI,48854,041,
47256,NaN,27053,COMMUNITY STATE BANK,450 CENTER STREET ,PRENTICE,WI,54556,041,
47377,NaN,32470,SOUTHERN FINANCIAL BANK,37 EAST MAIN STREET ,WARRENTON,VA,22186,041,
47425,NaN,26984,"F&M BANK - MARYLAND, INC.",4719 HAMPDEN LANE ,BETHESDA,MD,20814,041,
47452,NaN,25065,FIRST NATIONAL BANK OF BENTON,104 SIBLEY DRIVE ,BENTON,LA,71006,041,
47500,NaN,18038,CLAREMONT SAVINGS BANK,145 BROAD STREET ,CLAREMONT,NH,03743,041,
47658,NaN,9742,FIRST STATE BANK OF FLOODWOOD,130 WEST 7TH AVENUE ,FLOODWOOD,MN,55736,041,
48057,NaN,4775,"FARMERS NATIONAL BANK OF STAFFORD, THE",200 SOUTH MAIN ,STAFFORD,KS,67578,041,
48150,NaN,16778,FRANKLIN STATE BANK,278 2ND AVE. E. ,FRANKLIN,MN,55333,041,
48208,NaN,15964,CORTLAND SAVINGS BANK,ONE NORTH MAIN STREET ,CORTLAND,NY,13045,041,
48374,NaN,28905,FIRST FINANCIAL BANK,214 NORTH WASHINGTON ,EL DORADO,AR,71730,041,
48440,NaN,9517,CLEVELAND STATE BANK,1250 WEST WASHINGTON AVENUE PO BOX 158,CLEVELAND,WI,530150158,041,
48552,NaN,8852,FIRST COMMUNITY BANK,14141 GLENDALE ROAD ,SAVAGE,MN,55378,041,
48673,NaN,30644,"OKAW BUILDING AND LOAN, S.B.",720 BROADWAY AVENUE ,MATTOON,IL,61938,041,
48730,NaN,16488,FIRST COMMERCIAL BANK,6945-6953 NORTH CLARK STREET ,CHICAGO,IL,60626,041,
49054,NaN,10212,COMMERCE BANK,MAIN STREET ,GENEVA,MN,56035,041,
49148,NaN,9265,RUSHVILLE STATE BANK,LIBERTY & LAFAYETTE STREETS P O BOX 50,RUSHVILLE,IL,62681,041,
49241,NaN,19371,PINE BLUFF NATIONAL BANK,917 CHERRY STREET ,PINE BLUFF,AR,71611,041,
49344,NaN,1001,MASON STATE BANK,322 SOUTH JEFFERSON STREET ,MASON,MI,48854,041,
49362,NaN,19501,"WELLS FARGO BANK ARIZONA, NATIONAL ASSOCIATION",3300 NORTH CENTRAL AVENUE ,PHOENIX,AZ,85012,031,
49540,NaN,2764,"FIRST BANK AND TRUST COMPANY OF PRINCETON, KENTUCKY",101 WEST WASHINGTON ,PRINCETON,KY,42445,041,
49643,NaN,15116,PALMYRA STATE BANK,EAST MAIN STREET ,PALMYRA,WI,53156,041,
49652,NaN,16473,FIRST BANK,128 SOUTH BROADWAY ,STERLING,KS,67579,041,
49821,NaN,12267,HIGH POINT BANK AND TRUST COMPANY,300 NORTH MAIN STREET ,HIGH POINT,NC,27261,041,
49858,NaN,26727,HEBBRONVILLE STATE BANK,1500 N SMITH ST ,HEBBRONVILLE,TX,78361,041,
49951,NaN,4041,"FIRST SECURITY BANK, THE",15 SOUTH DOUGLAS AVENUE ,BEAVER,OK,73932,041,
50144,NaN,14561,STATE BANK OF MEDORA,24 EAST MAIN STREET ,MEDORA,IN,47260,041,
50461,NaN,23242,CALIFORNIA PACIFIC BANK,601 MONTGOMERY STREET ,SAN FRANCISCO,CA,94111,041,
50546,NaN,1298,LITTLE RIVER BANK,202 GREENWOOD AVENUE ,LEPANTO,AR,72354,041,
50854,NaN,2332,WILBURTON STATE BANK,123 EAST MAIN STREET ,WILBURTON,OK,74578,041,
50872,NaN,29313,WINCHESTER FEDERAL BANK,57 SOUTH MAIN STREET ,WINCHESTER,KY,40391,041,
50957,NaN,1149,"SYLVAN STATE BANK, THE",FIRST & MAIN ,SYLVAN GROVE,KS,67481,041,
51253,NaN,9176,BANK OF CAMDEN,MAIN AND CHURCH STREETS ,CAMDEN,TN,38320,041,
51347,NaN,8791,GREEN RIVER BANK,130 SOUTH LOGAN STREET ,MORGANTOWN,KY,42261,041,
51356,NaN,22839,LATIMER STATE BANK,301 WEST MAIN STREET ,WILBURTON,OK,74578,041,
51459,NaN,16436,CENTERA BANK,119 SOUTH INMAN ,SUBLETTE,KS,67877,041,
51730,NaN,22131,CITY BANK OF HARTFORD,307 WEST MAIN STREET ,HARTFORD,AL,36344,041,
51842,NaN,14445,FARMERS & MERCHANTS UNION BANK,159 WEST JAMES STREET ,COLUMBUS,WI,53925,041,
51972,NaN,26943,"CHARTER BANK, A CO-OPERATIVE BANK",295 WESTON STREET ,WALTHAM,MA,02453,041,
52410,NaN,9133,"BARTLETT FARMERS BANK, THE",STATE RT 550 ,BARTLETT,OH,45713,041,
52456,NaN,10575,HARDWICK STATE BANK,MAIN ST. ,HARDWICK,MN,56134,041,
52719,NaN,90544,"DEPOSITORY TRUST COMPANY, THE",55 WATER STREET ,NEW YORK,NY,10041,041,
52755,NaN,15153,M&I MERCHANTS BANK,7 N. BROWN ST. ,RHINELANDER,WI,54501,041,
52764,NaN,23422,CHARTER PACIFIC BANK,30141 AGOURA ROAD ,AGOURA HILLS,CA,913014332,041,
52951,NaN,8980,"SECURITY STATE BANK OF WEWOKA, OKLAHOMA",210 SOUTH MEKUSUKEY ,WEWOKA,OK,74884,041,
53015,NaN,13836,"HERNDON NATIONAL BANK, THE",204-206 MAIN ST ,HERNDON,PA,17830,041,
53033,NaN,21837,MELLON UNITED NATIONAL BANK,5901 MIAMI LAKES DRIVE EAST ,MIAMI,FL,33014,031,
53051,NaN,11916,"BUCKHOLTS STATE BANK, THE",100 N. 4TH STREET ,BUCKHOLTS,TX,76518,041,
53239,NaN,16928,GUARANTY BANK OF MAMOU,MAIN STREET ,MAMOU,LA,70554,041,
53453,NaN,15008,FIRST NATIONAL BANK IN WEWOKA,200 SOUTH WEWOKA ,WEWOKA,OK,74884,041,
53752,NaN,16182,FIRST STATE BANK,HIGHWAYS 87 & 83 ,HEMPHILL,TX,75948,041,
53873,NaN,28916,ST. EDMOND'S FEDERAL SAVINGS BANK,1901 E. PASSYUNK AVENUE ,PHILADELPHIA,PA,19148,041,
54049,NaN,11603,BANK OF POYNETTE,105 SOUTH MAIN STREET ,POYNETTE,WI,53955,041,
54058,NaN,1868,BANK OF TESCOTT,FIRST AND MAIN STREETS ,TESCOTT,KS,67484,041,
54124,NaN,11537,"CAROLINA COMMUNITY BANK, N.A.",100 EAST LEITNER STREET ,LATTA,SC,29565,041,
54357,NaN,2303,"FIRST STATE BANK, THE",MAIN AND BROADWAY STREET ,CAMARGO,OK,73835,041,
54375,NaN,28915,COMMUNITY BANK OF SOUTHERN INDIANA,101 WEST SPRING STREET ,NEW ALBANY,IN,47150,041,
54441,NaN,6183,CUBA CITY STATE BANK,MAIN ST ,CUBA CITY,WI,53807,041,
54656,NaN,12501,CITIZENS STATE BANK,1330 WEST COMMERCE STREET ,BUFFALO,TX,758319705,041,
54973,NaN,32526,"AMERICAN SAVINGS BANK, F.S.B.","1001 BISHOP STREET, 30TH FLOOR ",HONOLULU,HI,96813,041,
55019,NaN,13391,"BANK ONE, WHEELING-STEUBENVILLE, NATIONAL ASSOCIATION",1114 MARKET STREET ,WHEELING,WV,260030000,041,
55176,NaN,30668,"HOME SAVINGS BANK OF ALBEMARLE, INC., SSB",155 WEST SOUTH STREET ,ALBEMARLE,NC,28001,041,
55251,NaN,20927,NEBRASKA STATE BANK OF OMAHA,3211 NORTH 90TH STREET ,OMAHA,NE,68134,041,
55336,NaN,16539,METAIRIE BANK & TRUST COMPANY,3344 METAIRIE ROAD ,METAIRIE,LA,70001,041,
55635,NaN,10319,CITIZENS SAVINGS BANK AND TRUST COMPANY,2013 JEFFERSON STREET ,NASHVILLE,TN,37208,041,
55653,NaN,1150,FIDELITY STATE BANK AND TRUST COMPANY,600 KANSAS AVENUE ,TOPEKA,KS,66603,041,
55859,NaN,23420,PEOPLES STATE BANK,2320 HIGHWAY 79 SOUTH ,HENDERSON,TX,756524410,041,
55916,NaN,23834,ALLFIRST FINANCIAL CENTER NATIONAL ASSOCIATION,499 MITCHELL STREET ,MILLSBORO,DE,19966,041,
55970,NaN,28914,EVERGREEN FEDERAL SAVINGS AND LOAN ASSOCIATION,969 SOUTHEAST SIXTH STREET ,GRANTS PASS,OR,97526,041,
56230,NaN,25720,PEOPLES BANK OF LOUISIANA,201 WEST OAK STREET ,AMITE,LA,70422,041,
56258,NaN,10218,CITIZENS BANK & TRUST COMPANY,102 MAIN STREET S. ,HUTCHINSON,MN,55350,041,
56351,NaN,3250,CITIZENS NATIONAL BANK,201 WEST MAIN STREET ,HENDERSON,TX,75652,041,
56427,NaN,7919,"CITIZENS NATIONAL BANK OF MEYERSDALE, THE",135 CENTER STREET ,MEYERSDALE,PA,15552,041,
56548,NaN,14769,DMB COMMUNITY BANK,321 MAIN STREET ,DEFOREST,WI,53532,041,
56557,NaN,22683,"COLORADO BUSINESS BANK, NATIONAL ASSOCIATION",821 17TH STREET ,DENVER,CO,80201,041,
56717,NaN,9888,"DIME BANK, THE",820-822 CHURCH STREET ,HONESDALE,PA,18431,041,
56726,NaN,4856,FIRST NATIONAL BANK OF NORTH EAST,14 S. MAIN STREET ,NORTH EAST,MD,21901,041,
57040,NaN,14468,FIRST NATIONAL BANK AT DARLINGTON,245 MAIN STREET ,DARLINGTON,WI,53530,041,
57134,NaN,10059,FARMERS & MERCHANTS BANK,600 BELLEVUE AVENUE ,DUBLIN,GA,31021,041,
57228,NaN,5866,NEW WINDSOR STATE BANK,213 MAIN STREET ,NEW WINDSOR,MD,21776,041,
57255,NaN,3122,"FIRST NATIONAL BANK OF BYERS, THE",MAIN STREET ,BYERS,TX,76357,041,
57451,NaN,17162,DAIRY STATE BANK,16 S. MAIN STREET ,RICE LAKE,WI,54868,041,
57572,NaN,26594,WARE CO-OPERATIVE BANK,MAIN STREET ,WARE,MA,01082,041,
57956,NaN,16589,HEREFORD STATE BANK,3RD & SAMPSON ,HEREFORD,TX,79045,041,
58074,NaN,26568,ADAMS CO-OPERATIVE BANK,93 PARK STREET ,ADAMS,MA,01220,041,
58177,NaN,29323,RIPLEY FEDERAL SAVINGS BANK,1006 SOUTH SECOND ST ,RIPLEY,OH,45167,041,
58207,NaN,6212,"FIRST COLEBROOK BANK, THE",147 MAIN STREET PO BOX 88,COLEBROOK,NH,03576,041,
58225,NaN,769,"FARMERS BANK AND SAVINGS COMPANY, THE",211 WEST SECOND ST. ,POMEROY,OH,45769,041,
58243,NaN,20296,JOHNSON BANK,4001 NORTH MAIN STREET ,RACINE,WI,53402,031,
58355,NaN,9733,KENT STATE BANK,MAIN ST. ,KENT,MN,56553,041,
58551,NaN,421,SECURITY STATE BANK,BROADWAY AND DON CEARLOCK ,CHEYENNE,OK,73628,041,
58636,NaN,11448,CENTURY BANK,4282 MAIN STREET ,LUCEDALE,MS,39452,041,
